,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
146,"MANHATTAN Neat, Nice, Bright ROOM",81492867264,Verified,Phillips,Manhattan,Washington Heights,40.85295,-73.93361,United States,US,0,flexible,Private room,2021.0,50,10,2.0,136.0
147,Large Brand New Park Slope 1BR,2038352340,Unconfirmed,Andrews,Brooklyn,Gowanus,40.66918,-73.99187,United States,US,0,flexible,Entire home/apt,2006.0,575,115,7.0,98.0
148,Colorful Artistic Williamsburg Apt,59139947513,Verified,Parker,Brooklyn,Williamsburg,40.71125,-73.95613,United States,US,1,strict,Private room,2011.0,99,20,3.0,31.0
149,UWS Brownstone Near Central Park,97440036171,Verified,Grant,Manhattan,Upper West Side,40.78558,-73.9696,United States,US,0,moderate,Entire home/apt,2012.0,52,10,21.0,45.0
150,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,47892993006,Unconfirmed,Mason,Brooklyn,Williamsburg,40.71577,-73.96053,United States,US,1,moderate,Entire home/apt,2019.0,964,193,3.0,124.0
151,2 BR w/ Terrace @ Box House Hotel,51169192919,Unconfirmed,Dixon,Brooklyn,Greenpoint,40.73861,-73.95485,United States,US,0,flexible,Private room,2004.0,68,14,3.0,9.0
152,BOHEMIAN EAST VILLAGE 2 BED HAVEN,9878435050,Unconfirmed,Montgomery,Manhattan,East Village,40.72577,-73.98745,United States,US,1,moderate,Entire home/apt,2017.0,549,110,5.0,166.0
153,Oceanfront Apartment in Rockaway,81066007591,Verified,Reed,Queens,Rockaway Beach,40.58615,-73.81245,United States,US,0,flexible,Private room,2011.0,438,88,27.0,13.0
154,Private 1-Bedroom Apt in Townhouse,92401344286,Verified,Johnston,Brooklyn,Crown Heights,40.67086,-73.94872,United States,US,1,moderate,Entire home/apt,2006.0,490,98,30.0,15.0
155,Bright Room With A Great River View,94733064515,Verified,Lloyd,Manhattan,Harlem,40.82773,-73.95231,United States,US,1,strict,Private room,2013.0,1137,227,3.0,380.0
156,Tree lined block modern apartment,25094598253,Verified,Rogers,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,United States,US,0,flexible,Entire home/apt,2016.0,1170,234,2.0,86.0
157,Sweet Historic Greenpoint Duplex,29523917719,Unconfirmed,Miller,Brooklyn,Greenpoint,40.72911,-73.95493,United States,US,1,strict,Entire home/apt,2011.0,753,151,3.0,248.0
158,Riverside Charm with Fire Place,55463847321,Verified,Cole,Manhattan,Upper West Side,40.77944,-73.98567,United States,US,1,strict,Entire home/apt,2014.0,369,74,5.0,49.0
159,"Very Central, Nomad/Chelsea Loft Studio",67967578281,Unconfirmed,Kelly,Manhattan,Midtown,40.74503,-73.98876,United States,US,1,strict,Entire home/apt,2022.0,508,102,18.0,54.0
160,Sunny 3BR Apt Ideal for Family,19967814023,Unconfirmed,Foster,Brooklyn,Crown Heights,40.67539,-73.96093,United States,US,1,flexible,Entire home/apt,2003.0,443,89,7.0,3.0
161,Cozy Private Room in West Harlem!,47844092672,Verified,Higgins,Manhattan,Harlem,40.8054,-73.95189,United States,US,0,strict,Private room,2005.0,947,189,1.0,1.0
162,UES Quiet & Spacious 1 bdrm for 4,16999172748,Unconfirmed,Richardson,Manhattan,Upper East Side,40.78491,-73.9508,United States,US,0,flexible,Entire home/apt,2021.0,857,171,2.0,56.0
163,ALL ABOUT A VERY COMFORTABLE ROOM..,42067422922,Verified,Wells,Brooklyn,Fort Greene,40.69088,-73.97307,United States,US,0,flexible,Private room,2018.0,861,172,2.0,163.0
164,Brooklyn- Crown Heights Garden Apt.,11659629495,Unconfirmed,Kelley,Brooklyn,Crown Heights,40.67555,-73.95057,United States,US,1,strict,Private room,2010.0,536,107,2.0,247.0
165,Cozy room in Time Square!,44133572709,Verified,Williams,Manhattan,Hell's Kitchen,40.75835,-73.99193,United States,US,1,moderate,Private room,2017.0,690,138,10.0,116.0
166,Large Park Slope Townhouse Duplex,36919388172,Unconfirmed,Mitchell,Brooklyn,South Slope,40.66527,-73.9886,United States,US,0,flexible,Entire home/apt,2003.0,971,194,14.0,27.0
167,Lower East Side 2 Bedroom Apt,60675986023,Verified,West,Manhattan,Lower East Side,40.71895,-73.99434,United States,US,0,strict,Entire home/apt,2008.0,696,139,1.0,52.0
168,"Manhattan Studio, Perfect Location",44123434263,Unconfirmed,Smith,Manhattan,Midtown,40.75579,-73.96699,United States,US,0,flexible,Entire home/apt,2014.0,1188,238,6.0,39.0
169,Spacious Brooklyn Loft - 2 Bedroom,38478718480,Verified,Fowler,Brooklyn,Williamsburg,40.72063,-73.95952,United States,US,1,flexible,Entire home/apt,2010.0,586,117,2.0,29.0
170,"Park Slope Apt:, Spacious 2 bedroom",84147864821,Unconfirmed,Smith,Brooklyn,Park Slope,40.67644,-73.98082,United States,US,1,strict,Entire home/apt,2017.0,608,122,2.0,23.0
171,NYC Studio for Rent in Townhouse,40348053102,Unconfirmed,Tucker,Manhattan,Harlem,40.80481,-73.94794,United States,US,0,strict,Entire home/apt,2015.0,964,193,2.0,142.0
172,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,91864950988,Verified,Holmes,Manhattan,East Village,40.72533,-73.99143,United States,US,1,strict,Entire home/apt,2010.0,154,31,2.0,70.0
173,Authentic New York City Living,5274414000,Verified,Allen,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,United States,US,1,strict,Private room,2008.0,132,26,2.0,38.0
174,SUPER BIG AND COZY PRIVATE BEDROOM,50336791874,Verified,Tucker,Brooklyn,Kensington,40.64302,-73.97255,United States,US,0,flexible,Private room,2015.0,779,156,-1.0,82.0
175,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,67025449634,Unconfirmed,Higgins,Manhattan,East Village,40.72939,-73.98857,United States,US,1,moderate,Entire home/apt,2014.0,619,124,2.0,403.0
176,Gorgeous Upper West Side Apartment,86170800318,Unconfirmed,Cameron,Manhattan,Upper West Side,40.79918,-73.96607,United States,US,1,moderate,Private room,2018.0,1155,231,1.0,3.0
177,Sunny and Spacious Designer's Home,30424058431,Verified,Victoria,Brooklyn,Greenpoint,40.72212,-73.94254,United States,US,1,flexible,Entire home/apt,2022.0,1015,203,5.0,8.0
178,"Spacious,Sunny, private one bedroom",9133292331,Verified,Martin,Brooklyn,Crown Heights,40.67456,-73.95151,United States,US,1,strict,Entire home/apt,2005.0,507,101,20.0,70.0
179,Charming Nolita Apartment!!,7389895192,Verified,Belinda,Manhattan,Nolita,40.72094,-73.99706,United States,US,0,flexible,Entire home/apt,2008.0,874,175,-10.0,68.0
180,"EAST VILLAGE STUDIO, sunny & quiet",16078198788,Unconfirmed,Camila,Manhattan,East Village,40.72485,-73.97813,United States,US,1,strict,Entire home/apt,2009.0,589,118,4.0,22.0
181,LUXURY OF THE HORIZON,11305561400,Unconfirmed,Dexter,Manhattan,Harlem,40.80473,-73.9532,United States,US,0,strict,Entire home/apt,2018.0,725,145,8.0,17.0
182,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,10971876811,Unconfirmed,Darcy,Bronx,Woodlawn,40.89747,-73.8639,United States,US,1,moderate,Entire home/apt,2010.0,811,162,1.0,197.0
183,Lower East Side 2 Bed Apt.,69167978555,Unconfirmed,Albert,Manhattan,Lower East Side,40.72008,-73.98404,United States,US,0,strict,Entire home/apt,2019.0,935,187,4.0,19.0
184,Astoria-Private Home NYC-,95697755445,Unconfirmed,Marcus,Queens,Astoria,40.75725,-73.91098,United States,US,1,flexible,Entire home/apt,2016.0,465,93,1.0,414.0
185,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",6842214402,Unconfirmed,Haris,Brooklyn,Williamsburg,40.7102,-73.94495,United States,US,0,moderate,Private room,2012.0,256,51,2.0,8.0
186,Park Slope Apartment,85374559998,Verified,Luke,Brooklyn,Park Slope,40.67359,-73.97904,United States,US,1,flexible,Entire home/apt,2005.0,716,143,2.0,0.0
187,CHARMING PRIVATE BEDROOM EAST VILLAGE,25500353504,Verified,Miranda,Manhattan,East Village,40.72674,-73.9782,United States,US,0,flexible,Private room,2007.0,1196,239,7.0,25.0
188,City Room - Semi Private Bedroom,39254540312,Unconfirmed,Melissa,Manhattan,Harlem,40.81156,-73.94571,United States,US,1,moderate,Private room,2003.0,448,90,3.0,119.0
189,Cozy apartment in a brownstone,81186886194,Verified,Adelaide,Manhattan,Harlem,40.80497,-73.95016,United States,US,0,moderate,Entire home/apt,2021.0,920,184,-12.0,203.0
190,Female Only Clean15min to Manhattan,14904883782,Unconfirmed,Aida,Queens,Sunnyside,40.7385,-73.91806,United States,US,1,strict,Private room,2017.0,805,161,40.0,53.0
191,Greenpoint Spacious Loft,77788716550,Verified,Lenny,Brooklyn,Greenpoint,40.72937,-73.95671,United States,US,0,flexible,Entire home/apt,2008.0,859,172,2.0,104.0
192,Private E. Village Townhouse Stay,35414988368,Unconfirmed,Walter,Manhattan,East Village,40.72587,-73.98438,United States,US,0,moderate,Private room,2008.0,691,138,3.0,175.0
193,Harlem/Hamilton Heights Cozy Room,58292705877,Unconfirmed,Sawyer,Manhattan,Harlem,40.82426,-73.9463,United States,US,1,flexible,Private room,2006.0,693,139,3.0,38.0
194,Incredible Prime Williamsburg Loft!,40716509666,Verified,Kevin,Brooklyn,Williamsburg,40.71624,-73.96272,United States,US,1,strict,Entire home/apt,2010.0,747,149,45.0,39.0
195,Large  Loft Style  Studio  Space,25614229826,Verified,Penelope,Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,United States,US,0,flexible,Entire home/apt,2020.0,906,181,31.0,88.0
196,Entire Apt in Heart of Williamsburg,49315683762,Verified,Heather,Brooklyn,Williamsburg,40.71534,-73.95914,United States,US,0,flexible,Entire home/apt,2022.0,252,50,5.0,117.0
197,Clinton Hill + Free Coffee = #smile,51816754540,Verified,Fenton,Brooklyn,Clinton Hill,40.68288,-73.96024,United States,US,0,moderate,Private room,2017.0,718,144,3.0,43.0
198,Red Room for two in Brownstone for $1355/mo,43465301578,Verified,Gianna,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,United States,US,1,moderate,Private room,2017.0,857,171,1.0,39.0
199,"Chelsea living, 2BR best location",42275596201,Unconfirmed,Kirsten,Manhattan,Chelsea,40.74346,-73.99882,United States,US,0,flexible,Private room,2004.0,839,168,2.0,37.0
200,LOCATION LOCATION LOCATION UWS 60's,61131560985,Verified,Freddie,Manhattan,Upper West Side,40.77724,-73.98109,United States,US,1,flexible,Entire home/apt,2021.0,1126,225,3.0,10.0
201,In the heart of East Village,65849605461,Verified,Adam,Manhattan,East Village,40.72972,-73.97995,United States,US,1,strict,Entire home/apt,2020.0,166,33,2.0,103.0
202,Sunny 15min to Manhattan LADY only,90186098837,Verified,Honey,Queens,Sunnyside,40.74102,-73.91681,United States,US,0,moderate,Private room,2004.0,330,66,40.0,41.0
203,Surfer room 15mins to downtown NYC!,83903389887,Verified,Eleanor,Brooklyn,Williamsburg,40.71309,-73.94128,United States,US,0,flexible,Private room,2018.0,225,45,6.0,3.0
204,Manhattan Penthouse-Max.12 guests,64685280889,Unconfirmed,Lydia,Manhattan,Harlem,40.83096,-73.94633,United States,US,1,strict,Entire home/apt,2010.0,839,168,3.0,227.0
205,Spacious Quiet rm - 20mins to Midtown,60243935879,Unconfirmed,Sarah,Manhattan,Washington Heights,40.84468,-73.94303,United States,US,1,strict,Private room,2016.0,409,82,398.0,34.0
206,Charming upper west side apartment,89878315253,Unconfirmed,Alen,Manhattan,Upper West Side,40.77886,-73.98042,United States,US,1,strict,Entire home/apt,2022.0,410,82,-2.0,129.0
207,Light-filled East Village Delight,11984398378,Unconfirmed,Dainton,Manhattan,East Village,40.72578,-73.97879,United States,US,0,moderate,Entire home/apt,2021.0,229,46,3.0,147.0
208,"Sunny, quiet, legal homelike suite-Pk Slope South",69029062217,Unconfirmed,Jessica,Brooklyn,South Slope,40.66085,-73.98537,United States,US,0,moderate,Entire home/apt,2017.0,1060,212,28.0,101.0
209,Spacious Duplex in Brownstone!,15494932228,Verified,Lana,Manhattan,East Harlem,40.80113,-73.94503,United States,US,0,moderate,Entire home/apt,2006.0,1046,209,2.0,11.0
210,Lovely Vintage Haven—Heart of UWS,1640832963,Verified,Valeria,Manhattan,Upper West Side,40.78569,-73.97581,United States,US,0,strict,Entire home/apt,2010.0,114,23,65.0,11.0
211,Very close to Downtown Awesome Private Apartment,7445813909,Unconfirmed,Antony,Brooklyn,Gravesend,40.60452,-73.97103,United States,US,1,flexible,Entire home/apt,2021.0,762,152,7.0,0.0
212,"Fort Greene, Brooklyn: Front Bedroom",88429217001,Verified,Maria,Brooklyn,Fort Greene,40.68768,-73.97611,United States,US,0,moderate,Private room,2017.0,277,55,2.0,35.0
213,Gorgeous 1 bdrm in huge duplex!,80917711958,Verified,Julian,Manhattan,Harlem,40.80224,-73.94558,United States,US,1,moderate,Private room,2016.0,424,85,2.0,17.0
214,"Sunny, cozy room in Lower East Side",84473709196,Verified,Lucia,Manhattan,Lower East Side,40.71473,-73.98842,United States,US,0,flexible,Private room,2016.0,435,87,3.0,3.0
215,Cozy Pre-War Harlem Apartment,88013998883,Verified,Daniel,Manhattan,Harlem,40.80827,-73.95329,United States,US,1,flexible,Shared room,2019.0,67,13,3.0,168.0
216,spacious studio,60622441965,Verified,Edwin,Brooklyn,Greenpoint,40.72901,-73.95812,United States,US,1,strict,Private room,2012.0,590,118,3.0,241.0
217,"Elegant 2-BR duplex, Union Square",44367748174,Verified,Albert,Manhattan,Gramercy,40.73476,-73.98452,United States,US,0,flexible,Entire home/apt,2016.0,365,73,2.0,105.0
218,Cozy private family home in Bushwick,84893152286,Unconfirmed,Adison,Brooklyn,Bushwick,40.69055,-73.92357,United States,US,1,strict,Entire home/apt,2011.0,314,63,2.0,11.0
219,Luxury 2Bed/2.5Bath Central Park View,96286267716,Verified,Walter,Manhattan,Upper West Side,40.7735,-73.98697,United States,US,1,moderate,Entire home/apt,2003.0,1139,228,30.0,30.0
220,Cosy Sunny 1brm in Prospect Heights,17180989319,Verified,Ted,Brooklyn,Crown Heights,40.67505,-73.95969,United States,US,0,moderate,Entire home/apt,2009.0,638,128,3.0,31.0
221,East Village bedroom w rooftop,17802908936,Verified,Kate,Manhattan,East Village,40.72974,-73.98201,United States,US,0,moderate,Private room,2014.0,1051,210,4.0,49.0
222,Williamsburg Home Away From Home!,58444192906,Unconfirmed,Ned,Brooklyn,Williamsburg,40.70925,-73.95425,United States,US,0,flexible,Entire home/apt,2015.0,164,33,4.0,23.0
223,Brand New Beautiful Duplex Apartment with Garden,26436280092,Verified,Chelsea,Brooklyn,Greenpoint,40.72315,-73.95226,United States,US,1,strict,Entire home/apt,2020.0,586,117,2.0,20.0
224,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",29253854739,Verified,Cherry,Manhattan,Chelsea,40.73939,-73.99612,United States,US,0,strict,Entire home/apt,2022.0,828,166,10.0,18.0
225,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,46404652822,Unconfirmed,Honey,Manhattan,Kips Bay,40.74112,-73.97686,United States,US,1,flexible,Entire home/apt,2005.0,600,120,6.0,90.0
226,High-end doorman bldg in the LES,58667832089,Verified,Annabella,Manhattan,Lower East Side,40.72019,-73.98217,United States,US,1,moderate,Private room,2011.0,700,140,2.0,99.0
227,Spring & Mulberry 2 Bedroom Apartment,70418022717,Verified,Lucia,Manhattan,Nolita,40.72133,-73.99666,United States,US,1,strict,Entire home/apt,2006.0,623,125,1.0,6.0
228,Ultra Modern NYC Garden Apartment,4056781803,Verified,Steven,Queens,Astoria,40.75744,-73.92163,United States,US,1,moderate,Entire home/apt,2015.0,1135,227,30.0,21.0
229,Modern Garden Apartment in NYC,84486431830,Verified,Adelaide,Queens,Astoria,40.75695,-73.9202,United States,US,0,strict,Entire home/apt,2013.0,331,66,30.0,24.0
230,Gorgeous Entire Manhattan Townhouse,26719503238,Verified,James,Manhattan,Harlem,40.8296,-73.94651,United States,US,0,flexible,Entire home/apt,2014.0,271,54,2.0,111.0
231,Cozy studio Apartment in Upper East,30563131860,Unconfirmed,Kimberly,Manhattan,East Harlem,40.79056,-73.9468,United States,US,0,strict,Entire home/apt,2014.0,217,43,2.0,86.0
232,Historic classic central cozy Village clean NYU,75745621560,Unconfirmed,Maximilian,Manhattan,West Village,40.73631,-73.99977,United States,US,0,moderate,Entire home/apt,2020.0,613,123,15.0,66.0
233,A PRIVATE FLAT / APARTMENT- $SPECIAL$,25554233693,Unconfirmed,Alford,Bronx,Allerton,40.86466,-73.85709,United States,US,0,strict,Entire home/apt,2008.0,73,15,2.0,271.0
234,Williamsburg bedroom by Bedford Ave,45711651598,Unconfirmed,Lana,Brooklyn,Williamsburg,40.71312,-73.96199,United States,US,1,flexible,Private room,2008.0,1057,211,2.0,227.0
235,Clean and bright with a comfortable atmosphere,50368029517,Unconfirmed,Henry,Brooklyn,Williamsburg,40.71297,-73.94336,United States,US,1,flexible,Private room,2005.0,546,109,4.0,80.0
236,WEST VILLAGE LRG CLEAN SUNNY PRIVATE BDRM,55683633907,Unconfirmed,Reid,Manhattan,West Village,40.73712,-74.00166,United States,US,1,moderate,Private room,2004.0,88,18,30.0,5.0
237,Historic Brooklyn Studio Apartment,64185966058,Unconfirmed,Miley,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,United States,US,0,strict,Entire home/apt,2012.0,833,167,2.0,187.0
238,Room in Chic Modern High Line Luxury- New!,20510598547,Verified,Adrian,Manhattan,Chelsea,40.74695,-74.00454,United States,US,0,moderate,Private room,2011.0,440,88,4.0,1.0
239,Family & Friends in New York City,9750353852,Unconfirmed,Emma,Brooklyn,East New York,40.67497,-73.87305,United States,US,1,moderate,Entire home/apt,2011.0,1181,236,3.0,177.0
240,Spacious & Comfy BK Brownstone,57100781847,Verified,Leonardo,Brooklyn,Crown Heights,40.66788,-73.94813,United States,US,0,flexible,Entire home/apt,2010.0,923,185,4.0,90.0
241,Large Luxury Upper East Side Studio,11373673042,Verified,Cadie,Manhattan,Upper East Side,40.76684,-73.95944,United States,US,1,flexible,Entire home/apt,2014.0,858,172,7.0,39.0
242,Chateau Style Brooklyn Loft for Singles or Couples,2631536622,Verified,Carlos,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,United States,US,0,moderate,Entire home/apt,2022.0,413,83,-3.0,42.0
243,Lovely Brooklyn Brownstone 1BR!,42425649793,Unconfirmed,Victoria,Brooklyn,Prospect Heights,40.67946,-73.96501,United States,US,1,strict,Entire home/apt,2013.0,972,194,3.0,33.0
244,Beautiful Grdn. Apt. in Park Slope,72815720692,Verified,Cherry,Brooklyn,Park Slope,40.66944,-73.98083,United States,US,1,strict,Entire home/apt,2005.0,346,69,3.0,179.0
245,Sun-drenched East Village Penthouse,7807627593,Verified,Oliver,Manhattan,East Village,40.72566,-73.97748,United States,US,0,flexible,Private room,2010.0,152,30,3.0,81.0
246,Columbus Circle Luxury Bldg - Private Room&Bath,86417259099,Verified,Derek,Manhattan,Hell's Kitchen,40.7709,-73.99181,United States,US,0,moderate,Private room,2021.0,619,124,28.0,43.0
247,Bright Private Bedroom in Williamsburg (Bedford L),37330490857,Unconfirmed,Ellia,Brooklyn,Williamsburg,40.71943,-73.95958,United States,US,0,strict,Private room,2003.0,557,111,30.0,52.0
248,"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",87906989685,Unconfirmed,Amelia,Queens,Sunnyside,40.74249,-73.92466,United States,US,1,strict,Private room,2010.0,177,35,2.0,160.0
249,Quiet Chelsea Studio w/Charm,93706332442,Verified,Wilson,Manhattan,Chelsea,40.74033,-74.00024,United States,US,0,flexible,Entire home/apt,2020.0,836,167,6.0,23.0
250,Large Room Overlooking Central Park,6732487792,Unconfirmed,Charlotte,Manhattan,Upper West Side,40.7969,-73.96128,United States,US,0,strict,Private room,2007.0,181,36,6.0,35.0
251,"Cheerful, comfortable room",23750762173,Unconfirmed,Stella,Manhattan,Washington Heights,40.83403,-73.94553,United States,US,1,flexible,Private room,2010.0,913,183,1.0,225.0
252,Hospitality on Propsect Pk-12 yrs Hosting Legally!,78673339212,Unconfirmed,Gianna,Brooklyn,Prospect-Lefferts Gardens,40.65513,-73.95641,United States,US,0,moderate,Private room,2014.0,556,111,1.0,401.0
253,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",21949521987,Verified,Honey,Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,United States,US,1,moderate,Private room,2016.0,67,13,1.0,72.0
254,Loft Style Apt in Williamsburg,50673259142,Verified,Robert,Brooklyn,Williamsburg,40.70275,-73.94501,United States,US,0,moderate,Private room,2003.0,253,51,1.0,46.0
